id,name,x,y,region
584,Earth warrior,206,3218,Underground/Dungeon
584,Earth warrior,207,3207,Underground/Dungeon
584,Earth warrior,207,3208,Underground/Dungeon
584,Earth warrior,207,3210,Underground/Dungeon
584,Earth warrior,208,3219,Underground/Dungeon
437,Edmond,620,581,Eastern Map
437,Edmond,625,3417,Underground/Dungeon
483,Elena,605,573,Yanille
465,Elena,637,3449,Underground/Dungeon
755,Elizabeth Sinclair,495,1329,Southern Map
723,Examiner,20,567,Central Map
723,Examiner,20,568,Central Map
723,Examiner,21,567,Central Map
723,Examiner,21,568,Central Map
723,Examiner,22,567,Central Map
229,Fairy Ladder attendant,99,3537,Underground/Dungeon
219,Fairy Lunderwin,106,3545,Underground/Dungeon
223,Fairy Shop Assistant,167,3524,Underground/Dungeon
222,Fairy Shopkeeper,164,3523,Underground/Dungeon
224,Fairy banker,171,3523,Underground/Dungeon
224,Fairy banker,174,3523,Underground/Dungeon
224,Fairy banker,174,3527,Underground/Dungeon
392,Fairy queen,130,3546,Underground/Dungeon
434,Farmer brumty,595,539,Ardougne
235,Fat Tony,269,290,Wilderness (mid)
32,Father Lawrence,100,477,Al Kharid/Desert
774,Fatigue expert,222,761,Southern Map
774,Fatigue expert,224,758,Southern Map
774,Fatigue expert,224,761,Southern Map
774,Fatigue expert,225,761,Southern Map
564,Femi,708,509,Yanille
563,Femi,708,534,Yanille
616,Fernahei,395,837,Karamja
788,Fionella,512,1481,Southern Map
344,Fire Giant,265,2951,Southern Map
344,Fire Giant,270,2948,Southern Map
344,Fire Giant,270,2955,Southern Map
344,Fire Giant,657,3285,Underground/Dungeon
344,Fire Giant,660,3286,Underground/Dungeon
344,Fire Giant,661,3283,Underground/Dungeon
344,Fire Giant,662,3286,Underground/Dungeon
344,Fire Giant,665,3293,Underground/Dungeon
344,Fire Giant,667,3292,Underground/Dungeon
252,Firebird,404,532,Taverly
412,Fisher king,419,34,Wilderness (deep)
414,Fisherman,392,29,Wilderness (deep)
115,Flynn,327,539,Falador
348,Forester,558,475,Ardougne
348,Forester,561,475,Ardougne
348,Forester,565,474,Ardougne
756,Frank Sinclair,495,385,Wilderness (low)
77,Fred the farmer,159,618,Southern Map
530,Frenita,615,750,Yanille
297,Frincos,435,565,Brimhaven
327,Fur trader,549,585,Central Map
228,Gaius,379,501,Taverly
257,Garv,464,682,Brimhaven
152,General Bentnoze,323,447,Central Map
383,General Khazard,615,1661,Yanille
151,General wartface,324,447,Central Map
167,Gerrant,279,647,Port Sarim
714,Gertrude,161,513,Varrock
714,Gertrude,165,512,Varrock
53,Ghost,65,320,Wilderness (mid)
53,Ghost,66,306,Wilderness (mid)
53,Ghost,67,326,Wilderness (mid)
53,Ghost,70,318,Wilderness (mid)
53,Ghost,84,314,Wilderness (mid)
15,Ghost,103,674,Southern Map
53,Ghost,116,3275,Underground/Dungeon
53,Ghost,117,3273,Underground/Dungeon
53,Ghost,118,3274,Underground/Dungeon
80,Ghost,204,1496,Southern Map
80,Ghost,210,1497,Southern Map
80,Ghost,217,1497,Southern Map
80,Ghost,222,1495,Southern Map
80,Ghost,223,1498,Southern Map
53,Ghost,231,288,Wilderness (mid)
53,Ghost,239,297,Wilderness (mid)
53,Ghost,310,284,Wilderness (mid)
53,Ghost,316,278,Wilderness (mid)
53,Ghost,316,285,Wilderness (mid)
53,Ghost,317,276,Wilderness (mid)
53,Ghost,319,277,Wilderness (mid)
53,Ghost,322,282,Wilderness (mid)
53,Ghost,346,1570,Southern Map
53,Ghost,347,1575,Southern Map
53,Ghost,347,1576,Southern Map
178,Ghost,348,1573,Southern Map
53,Ghost,350,3321,Underground/Dungeon
53,Ghost,361,3320,Underground/Dungeon
53,Ghost,370,3319,Underground/Dungeon
664,Ghost,686,654,Eastern Map
664,Ghost,687,658,Eastern Map
664,Ghost,689,655,Eastern Map
664,Ghost,690,659,Eastern Map
664,Ghost,692,656,Eastern Map
61,Giant,65,1639,Southern Map
61,Giant,80,329,Wilderness (mid)
61,Giant,201,3333,Underground/Dungeon
61,Giant,206,3326,Underground/Dungeon
61,Giant,207,3329,Underground/Dungeon
61,Giant,208,3320,Underground/Dungeon
61,Giant,208,3328,Underground/Dungeon
61,Giant,210,3322,Underground/Dungeon
61,Giant,217,184,Wilderness (deep)
61,Giant,222,185,Wilderness (deep)
61,Giant,225,171,Wilderness (deep)
61,Giant,228,182,Wilderness (deep)
61,Giant,268,2964,Southern Map
61,Giant,268,2967,Southern Map
61,Giant,268,2972,Southern Map
61,Giant,269,2969,Southern Map
61,Giant,270,2964,Southern Map
61,Giant,270,2972,Southern Map
61,Giant,588,853,Yanille
61,Giant,593,855,Yanille
61,Giant,619,854,Yanille
61,Giant,629,679,Eastern Map
61,Giant,649,852,Southern Map
61,Giant,662,714,Southern Map
23,Giant Spider,111,640,Lumbridge
23,Giant Spider,120,636,Lumbridge
74,Giant Spider,137,3295,Underground/Dungeon
74,Giant Spider,169,162,Wilderness (deep)
74,Giant Spider,171,160,Wilderness (deep)
23,Giant Spider,173,637,Southern Map
23,Giant Spider,195,567,Central Map
23,Giant Spider,215,3295,Underground/Dungeon
23,Giant Spider,233,554,Central Map
23,Giant Spider,272,299,Wilderness (mid)
74,Giant Spider,302,298,Wilderness (mid)
74,Giant Spider,304,298,Wilderness (mid)
23,Giant Spider,313,309,Wilderness (mid)
74,Giant Spider,316,303,Wilderness (mid)
23,Giant Spider,419,3735,Underground/Dungeon
23,Giant Spider,421,3725,Underground/Dungeon
23,Giant Spider,421,3741,Underground/Dungeon
23,Giant Spider,423,3728,Underground/Dungeon
74,Giant Spider,582,3460,Underground/Dungeon
23,Giant Spider,607,3460,Underground/Dungeon
23,Giant Spider,607,3466,Underground/Dungeon
23,Giant Spider,734,3442,Underground/Dungeon
43,Giant bat,205,105,Wilderness (deep)
43,Giant bat,206,107,Wilderness (deep)
43,Giant bat,208,108,Wilderness (deep)
43,Giant bat,209,109,Wilderness (deep)
43,Giant bat,210,105,Wilderness (deep)
43,Giant bat,210,107,Wilderness (deep)
43,Giant bat,212,116,Wilderness (deep)
43,Giant bat,355,3331,Underground/Dungeon
43,Giant bat,355,3333,Underground/Dungeon
43,Giant bat,357,3333,Underground/Dungeon
43,Giant bat,358,3330,Underground/Dungeon
43,Giant bat,360,3331,Underground/Dungeon
43,Giant bat,473,517,Central Map
43,Giant bat,473,520,Central Map
43,Giant bat,475,519,Central Map
43,Giant bat,509,3393,Underground/Dungeon
43,Giant bat,509,3395,Underground/Dungeon
43,Giant bat,519,3379,Underground/Dungeon
43,Giant bat,520,3371,Underground/Dungeon
43,Giant bat,592,3326,Underground/Dungeon
43,Giant bat,593,3326,Underground/Dungeon
43,Giant bat,593,3596,Underground/Dungeon
43,Giant bat,595,3592,Underground/Dungeon
43,Giant bat,596,3322,Underground/Dungeon
43,Giant bat,596,3324,Underground/Dungeon
43,Giant bat,602,3552,Underground/Dungeon
43,Giant bat,605,3553,Underground/Dungeon
43,Giant bat,612,460,Central Map
43,Giant bat,613,462,Central Map
43,Giant bat,615,461,Central Map
43,Giant bat,627,3591,Underground/Dungeon
43,Giant bat,630,3594,Underground/Dungeon
43,Giant bat,653,3532,Underground/Dungeon
43,Giant bat,664,3290,Underground/Dungeon
43,Giant bat,665,3628,Underground/Dungeon
43,Giant bat,665,3629,Underground/Dungeon
43,Giant bat,666,3630,Underground/Dungeon
43,Giant bat,676,3447,Underground/Dungeon
43,Giant bat,677,3448,Underground/Dungeon
43,Giant bat,689,3437,Underground/Dungeon
43,Giant bat,691,3440,Underground/Dungeon
43,Giant bat,693,3448,Underground/Dungeon
43,Giant bat,709,3434,Underground/Dungeon
43,Giant bat,722,3481,Underground/Dungeon
43,Giant bat,724,3481,Underground/Dungeon
43,Giant bat,724,3482,Underground/Dungeon
43,Giant bat,725,3477,Underground/Dungeon
43,Giant bat,726,3476,Underground/Dungeon
43,Giant bat,726,3481,Underground/Dungeon
43,Giant bat,727,3479,Underground/Dungeon
43,Giant bat,727,3481,Underground/Dungeon
43,Giant bat,728,656,Eastern Map
43,Giant bat,729,663,Eastern Map
43,Giant bat,730,653,Eastern Map
43,Giant bat,730,3475,Underground/Dungeon
43,Giant bat,731,658,Eastern Map
43,Giant bat,733,664,Eastern Map
43,Giant bat,734,656,Eastern Map
43,Giant bat,734,3475,Underground/Dungeon
43,Giant bat,735,651,Eastern Map
43,Giant bat,736,657,Eastern Map
43,Giant bat,736,3474,Underground/Dungeon
43,Giant bat,736,3479,Underground/Dungeon
43,Giant bat,737,578,Eastern Map
43,Giant bat,737,652,Eastern Map
43,Giant bat,738,584,Eastern Map
43,Giant bat,740,664,Eastern Map
43,Giant bat,740,3475,Underground/Dungeon
43,Giant bat,740,3479,Underground/Dungeon
43,Giant bat,741,579,Eastern Map
43,Giant bat,741,586,Eastern Map
43,Giant bat,742,3481,Underground/Dungeon
43,Giant bat,743,658,Eastern Map
43,Giant bat,743,669,Eastern Map
43,Giant bat,746,3477,Underground/Dungeon
43,Giant bat,747,3480,Underground/Dungeon
43,Giant bat,748,3474,Underground/Dungeon
43,Giant bat,750,3489,Underground/Dungeon
43,Giant bat,752,3477,Underground/Dungeon
43,Giant bat,758,618,Eastern Map
43,Giant bat,758,623,Eastern Map
43,Giant bat,759,3477,Underground/Dungeon
43,Giant bat,760,3474,Underground/Dungeon
43,Giant bat,762,614,Eastern Map
43,Giant bat,762,620,Eastern Map
43,Giant bat,763,3474,Underground/Dungeon
43,Giant bat,763,3476,Underground/Dungeon
43,Giant bat,765,3474,Underground/Dungeon
225,Giles,229,631,Southern Map
547,Glough,714,1424,Southern Map
597,Gnome Baller,731,446,Central Map
599,Gnome Baller,731,454,Central Map
598,Gnome Baller,733,450,Central Map
602,Gnome Baller,734,454,Central Map
600,Gnome Baller,735,448,Central Map
595,Gnome Baller,735,451,Central Map
604,Gnome Baller,737,451,Central Map
603,Gnome Baller,740,446,Central Map
609,Gnome Baller,741,443,Central Map
605,Gnome Baller,741,446,Central Map
608,Gnome Baller,741,455,Central Map
610,Gnome Baller,741,456,Central Map
606,Gnome Baller,742,449,Central Map
607,Gnome Baller,742,452,Central Map
579,Gnome Trainer,681,500,Yanille
576,Gnome Trainer,682,492,Yanille
579,Gnome Trainer,685,500,Yanille
579,Gnome Trainer,687,502,Yanille
577,Gnome Trainer,689,504,Yanille
578,Gnome Trainer,690,1450,Southern Map
578,Gnome Trainer,694,1451,Southern Map
576,Gnome Trainer,696,492,Yanille
577,Gnome Trainer,696,502,Yanille
540,Gnome banker,713,1453,Southern Map
540,Gnome banker,715,1400,Southern Map
540,Gnome banker,715,1453,Southern Map
540,Gnome banker,717,1400,Southern Map
540,Gnome banker,717,1401,Southern Map
540,Gnome banker,717,1402,Southern Map
585,Gnome child,674,511,Yanille
585,Gnome child,675,500,Yanille
585,Gnome child,681,498,Yanille
585,Gnome child,682,525,Yanille
586,Gnome child,682,1390,Southern Map
586,Gnome child,683,1388,Southern Map
586,Gnome child,684,1401,Southern Map
585,Gnome child,685,515,Yanille
586,Gnome child,685,1389,Southern Map
585,Gnome child,689,488,Yanille
586,Gnome child,691,1412,Southern Map
586,Gnome child,693,1396,Southern Map
585,Gnome child,698,499,Yanille
585,Gnome child,701,487,Yanille
585,Gnome child,704,499,Yanille
585,Gnome child,704,528,Yanille
585,Gnome child,707,508,Yanille
585,Gnome child,710,480,Yanille
591,Gnome child,711,1391,Southern Map
586,Gnome child,715,1382,Southern Map
586,Gnome child,715,1402,Southern Map
586,Gnome child,715,1409,Southern Map
591,Gnome child,716,1387,Southern Map
586,Gnome child,716,1411,Southern Map
585,Gnome child,720,514,Yanille
585,Gnome child,727,487,Yanille
585,Gnome child,728,497,Yanille
585,Gnome child,731,508,Yanille
585,Gnome child,735,480,Yanille
585,Gnome child,746,494,Yanille
585,Gnome child,748,519,Yanille
585,Gnome child,749,506,Yanille
591,Gnome child,749,1382,Southern Map
551,Gnome guard,417,2994,Karamja
582,Gnome guard,690,2338,Southern Map
551,Gnome guard,699,454,Central Map
562,Gnome guard,700,526,Yanille
551,Gnome guard,701,455,Central Map
562,Gnome guard,701,467,Central Map
582,Gnome guard,703,2327,Southern Map
582,Gnome guard,703,2346,Southern Map
562,Gnome guard,704,526,Yanille
562,Gnome guard,705,465,Central Map
582,Gnome guard,711,2338,Southern Map
593,Gnome local,674,484,Yanille
592,Gnome local,677,486,Yanille
592,Gnome local,679,512,Yanille
593,Gnome local,680,1413,Southern Map
592,Gnome local,683,1401,Southern Map
593,Gnome local,684,486,Yanille
593,Gnome local,684,491,Yanille
593,Gnome local,684,1402,Southern Map
592,Gnome local,689,513,Yanille
592,Gnome local,690,513,Yanille
592,Gnome local,690,1380,Southern Map
592,Gnome local,690,1388,Southern Map
592,Gnome local,690,1390,Southern Map
593,Gnome local,691,1410,Southern Map
592,Gnome local,691,1411,Southern Map
593,Gnome local,694,1402,Southern Map
593,Gnome local,695,529,Yanille
592,Gnome local,696,1394,Southern Map
593,Gnome local,697,529,Yanille
592,Gnome local,698,516,Yanille
593,Gnome local,701,496,Yanille
592,Gnome local,702,488,Yanille
592,Gnome local,702,497,Yanille
593,Gnome local,702,509,Yanille
593,Gnome local,702,519,Yanille
593,Gnome local,706,526,Yanille
593,Gnome local,710,503,Yanille
593,Gnome local,711,529,Yanille
592,Gnome local,714,514,Yanille
593,Gnome local,716,484,Yanille
593,Gnome local,720,509,Yanille
592,Gnome local,721,1388,Southern Map
592,Gnome local,722,1387,Southern Map
593,Gnome local,723,489,Yanille
592,Gnome local,725,522,Yanille
593,Gnome local,725,1389,Southern Map
592,Gnome local,728,519,Yanille
592,Gnome local,731,494,Yanille
593,Gnome local,733,516,Yanille
592,Gnome local,733,518,Yanille
592,Gnome local,734,512,Yanille
592,Gnome local,736,487,Yanille
593,Gnome local,736,517,Yanille
593,Gnome local,742,1404,Southern Map
592,Gnome local,743,495,Yanille
592,Gnome local,743,523,Yanille
593,Gnome local,743,528,Yanille
592,Gnome local,743,1406,Southern Map
593,Gnome local,744,1382,Southern Map
593,Gnome local,745,502,Yanille
592,Gnome local,745,517,Yanille
592,Gnome local,746,510,Yanille
593,Gnome local,746,525,Yanille
592,Gnome local,746,1381,Southern Map
593,Gnome local,748,520,Yanille
592,Gnome local,750,480,Yanille
592,Gnome local,750,481,Yanille
592,Gnome local,751,1381,Southern Map
570,Gnome pilot,58,503,Al Kharid/Desert
571,Gnome pilot,88,661,Al Kharid
569,Gnome pilot,390,754,Karamja
572,Gnome pilot,402,461,Central Map
552,Gnome pilot,414,2996,Karamja
556,Gnome pilot,425,764,Brimhaven
581,Gnome waiter,714,1387,Southern Map
581,Gnome waiter,724,1387,Southern Map
596,Goalie,728,450,Central Map
62,Goblin,96,664,Al Kharid
62,Goblin,98,662,Al Kharid
62,Goblin,99,654,Southern Map
62,Goblin,100,633,Southern Map
4,Goblin,101,572,Central Map
62,Goblin,103,630,Southern Map
62,Goblin,103,636,Southern Map
62,Goblin,104,644,Southern Map
62,Goblin,105,646,Southern Map
62,Goblin,105,651,Southern Map
62,Goblin,110,630,Lumbridge
62,Goblin,112,640,Lumbridge
62,Goblin,113,631,Lumbridge
62,Goblin,114,630,Lumbridge
62,Goblin,115,629,Lumbridge
62,Goblin,115,632,Lumbridge
62,Goblin,116,629,Lumbridge
62,Goblin,116,632,Lumbridge
62,Goblin,116,637,Lumbridge
62,Goblin,119,632,Lumbridge
62,Goblin,120,625,Lumbridge
62,Goblin,124,664,Lumbridge
62,Goblin,129,629,Lumbridge
62,Goblin,140,635,Lumbridge
4,Goblin,162,672,Southern Map
4,Goblin,170,616,Southern Map
4,Goblin,177,654,Southern Map
4,Goblin,187,605,Southern Map
4,Goblin,191,669,Southern Map
4,Goblin,204,500,Central Map
4,Goblin,206,497,Central Map
62,Goblin,208,589,Central Map
62,Goblin,213,617,Southern Map
62,Goblin,291,666,Port Sarim
62,Goblin,294,666,Port Sarim
62,Goblin,295,671,Port Sarim
62,Goblin,297,662,Port Sarim
154,Goblin,313,453,Dwarven Mine
154,Goblin,314,443,Dwarven Mine
154,Goblin,318,452,Dwarven Mine
153,Goblin,318,455,Dwarven Mine
153,Goblin,319,446,Dwarven Mine
153,Goblin,322,440,Central Map
154,Goblin,325,458,Central Map
154,Goblin,327,449,Central Map
154,Goblin,329,443,Central Map
153,Goblin,332,448,Central Map
154,Goblin,332,456,Central Map
153,Goblin,333,456,Central Map
4,Goblin,354,508,Central Map
4,Goblin,361,506,Central Map
4,Goblin,442,800,Brimhaven
4,Goblin,573,521,Ardougne
4,Goblin,573,524,Ardougne
4,Goblin,576,527,Ardougne
4,Goblin,576,819,Southern Map
4,Goblin,577,522,Ardougne
4,Goblin,577,525,Ardougne
4,Goblin,577,3478,Underground/Dungeon
4,Goblin,577,3479,Underground/Dungeon
4,Goblin,577,3483,Underground/Dungeon
4,Goblin,578,827,Southern Map
4,Goblin,579,527,Ardougne
4,Goblin,580,526,Ardougne
62,Goblin,580,3457,Underground/Dungeon
4,Goblin,580,3477,Underground/Dungeon
4,Goblin,581,528,Ardougne
4,Goblin,581,3463,Underground/Dungeon
4,Goblin,581,3484,Underground/Dungeon
4,Goblin,583,834,Yanille
4,Goblin,583,3339,Underground/Dungeon
4,Goblin,583,3343,Underground/Dungeon
4,Goblin,584,3344,Underground/Dungeon
4,Goblin,584,3481,Underground/Dungeon
4,Goblin,585,3479,Underground/Dungeon
4,Goblin,586,3478,Underground/Dungeon
4,Goblin,588,836,Yanille
4,Goblin,588,3339,Underground/Dungeon
4,Goblin,588,3478,Underground/Dungeon
4,Goblin,589,830,Yanille
4,Goblin,591,528,Ardougne
4,Goblin,592,3337,Underground/Dungeon
4,Goblin,594,3334,Underground/Dungeon
4,Goblin,595,3334,Underground/Dungeon
4,Goblin,596,3331,Underground/Dungeon
4,Goblin,602,525,Yanille
4,Goblin,605,499,Yanille
62,Goblin,605,3323,Underground/Dungeon
62,Goblin,607,3323,Underground/Dungeon
62,Goblin,607,3326,Underground/Dungeon
62,Goblin,608,3324,Underground/Dungeon
4,Goblin,609,505,Yanille
4,Goblin,610,518,Yanille
4,Goblin,613,513,Yanille
4,Goblin,615,506,Yanille
4,Goblin,616,511,Yanille
62,Goblin,616,3316,Underground/Dungeon
62,Goblin,616,3317,Underground/Dungeon
62,Goblin,616,3318,Underground/Dungeon
62,Goblin,616,3319,Underground/Dungeon
4,Goblin,617,503,Yanille
4,Goblin,618,497,Yanille
4,Goblin,618,506,Yanille
4,Goblin,618,514,Yanille
4,Goblin,618,3317,Underground/Dungeon
4,Goblin,618,3318,Underground/Dungeon
4,Goblin,618,3319,Underground/Dungeon
4,Goblin,619,503,Yanille
4,Goblin,619,3316,Underground/Dungeon
4,Goblin,619,3317,Underground/Dungeon
4,Goblin,619,3318,Underground/Dungeon
4,Goblin,619,3319,Underground/Dungeon
4,Goblin,620,493,Yanille
4,Goblin,620,497,Yanille
4,Goblin,620,3315,Underground/Dungeon
4,Goblin,623,502,Yanille
4,Goblin,627,679,Eastern Map
4,Goblin,627,705,Southern Map
4,Goblin,627,710,Southern Map
4,Goblin,631,677,Eastern Map
4,Goblin,631,693,Southern Map
4,Goblin,631,714,Southern Map
4,Goblin,631,718,Southern Map
4,Goblin,633,675,Eastern Map
4,Goblin,633,714,Southern Map
4,Goblin,635,718,Southern Map
4,Goblin,637,681,Southern Map
4,Goblin,639,710,Southern Map
4,Goblin,640,682,Southern Map
4,Goblin,641,714,Southern Map
4,Goblin,642,675,Eastern Map
4,Goblin,645,683,Southern Map
4,Goblin,652,708,Southern Map
4,Goblin,653,708,Southern Map
4,Goblin,658,683,Southern Map
4,Goblin,660,681,Southern Map
4,Goblin,660,708,Southern Map
4,Goblin,662,681,Southern Map
4,Goblin,662,708,Southern Map
4,Goblin,663,675,Eastern Map
4,Goblin,663,687,Southern Map
4,Goblin,664,703,Southern Map
4,Goblin,666,675,Eastern Map
4,Goblin,668,718,Southern Map
4,Goblin,675,3506,Underground/Dungeon
660,Goblin,675,3540,Underground/Dungeon
660,Goblin,677,3511,Underground/Dungeon
4,Goblin,678,3522,Underground/Dungeon
660,Goblin,681,3527,Underground/Dungeon
660,Goblin,681,3536,Underground/Dungeon
660,Goblin,682,3515,Underground/Dungeon
4,Goblin,685,3513,Underground/Dungeon
660,Goblin,686,3507,Underground/Dungeon
660,Goblin,688,3538,Underground/Dungeon
62,Goblin,691,686,Southern Map
62,Goblin,695,675,Eastern Map
4,Goblin,695,3537,Underground/Dungeon
62,Goblin,698,681,Southern Map
4,Goblin,698,3512,Underground/Dungeon
660,Goblin,699,3507,Underground/Dungeon
62,Goblin,701,673,Eastern Map
62,Goblin,702,683,Southern Map
62,Goblin,703,685,Southern Map
660,Goblin,703,3511,Underground/Dungeon
660,Goblin,704,3544,Underground/Dungeon
660,Goblin,705,3506,Underground/Dungeon
660,Goblin,705,3550,Underground/Dungeon
62,Goblin,706,687,Southern Map
660,Goblin,706,3523,Underground/Dungeon
4,Goblin,708,3430,Underground/Dungeon
4,Goblin,708,3434,Underground/Dungeon
660,Goblin,709,3516,Underground/Dungeon
4,Goblin,711,3431,Underground/Dungeon
660,Goblin,713,3506,Underground/Dungeon
660,Goblin,714,3529,Underground/Dungeon
4,Goblin,715,3430,Underground/Dungeon
660,Goblin,716,3521,Underground/Dungeon
660,Goblin,716,3533,Underground/Dungeon
660,Goblin,717,3512,Underground/Dungeon
4,Goblin,721,567,Eastern Map
4,Goblin,722,570,Eastern Map
4,Goblin,727,569,Eastern Map
4,Goblin,731,564,Eastern Map
4,Goblin,733,571,Eastern Map
4,Goblin,737,564,Eastern Map
4,Goblin,742,569,Eastern Map
4,Goblin,743,566,Eastern Map
4,Goblin,743,3461,Underground/Dungeon
4,Goblin,744,3464,Underground/Dungeon
4,Goblin,745,3462,Underground/Dungeon
4,Goblin,745,3463,Underground/Dungeon
4,Goblin,748,482,Yanille
4,Goblin,748,569,Eastern Map
4,Goblin,750,490,Yanille
4,Goblin,750,3461,Underground/Dungeon
4,Goblin,760,490,Yanille
4,Goblin,762,487,Yanille
4,Goblin,767,511,Yanille
651,Goblin guard,690,3512,Underground/Dungeon
683,Gorad,607,794,Yanille
345,Grandpa Jack,560,485,Ardougne
345,Grandpa Jack,583,624,Yanille
184,Greater Demon,82,159,Wilderness (deep)
184,Greater Demon,82,162,Wilderness (deep)
184,Greater Demon,253,3012,Southern Map
184,Greater Demon,257,3005,Southern Map
184,Greater Demon,260,3015,Southern Map
184,Greater Demon,289,3430,Underground/Dungeon
184,Greater Demon,290,3430,Underground/Dungeon
184,Greater Demon,412,3392,Underground/Dungeon
184,Greater Demon,413,3390,Underground/Dungeon
184,Greater Demon,413,3394,Underground/Dungeon
109,Greldo,281,1378,Southern Map
681,Grew,663,759,Southern Map
243,Grey wolf,110,128,Wilderness (deep)
243,Grey wolf,121,130,Wilderness (deep)
243,Grey wolf,133,126,Wilderness (deep)
243,Grey wolf,140,131,Wilderness (deep)
243,Grey wolf,295,130,Wilderness (deep)
243,Grey wolf,296,129,Wilderness (deep)
243,Grey wolf,296,130,Wilderness (deep)
243,Grey wolf,296,132,Wilderness (deep)
243,Grey wolf,300,134,Wilderness (deep)
243,Grey wolf,301,134,Wilderness (deep)
243,Grey wolf,303,133,Wilderness (deep)
243,Grey wolf,303,135,Wilderness (deep)
243,Grey wolf,584,610,Yanille
243,Grey wolf,585,853,Yanille
243,Grey wolf,595,856,Yanille
243,Grey wolf,611,853,Yanille
243,Grey wolf,619,851,Yanille
243,Grey wolf,659,852,Southern Map
243,Grey wolf,662,853,Southern Map
243,Grey wolf,664,846,Southern Map
243,Grey wolf,667,851,Southern Map
243,Grey wolf,712,570,Eastern Map
243,Grey wolf,713,569,Eastern Map
243,Grey wolf,714,563,Eastern Map
243,Grey wolf,716,567,Eastern Map
243,Grey wolf,725,566,Eastern Map
243,Grey wolf,728,565,Eastern Map
243,Grey wolf,742,566,Eastern Map
243,Grey wolf,757,559,Yanille
243,Grey wolf,759,567,Eastern Map
259,Grip,463,677,Brimhaven
255,Grubor,437,695,Brimhaven
157,Grum,279,632,Port Sarim
65,Guard,87,507,Al Kharid/Desert
65,Guard,87,514,Al Kharid/Desert
65,Guard,89,508,Al Kharid/Desert
65,Guard,91,509,Al Kharid/Desert
503,Guard,94,521,Al Kharid/Desert
65,Guard,109,464,Central Map
65,Guard,113,463,Central Map
65,Guard,128,483,Varrock
65,Guard,131,536,Central Map
65,Guard,133,483,Varrock
65,Guard,134,537,Central Map
65,Guard,136,484,Varrock
65,Guard,138,1397,Southern Map
65,Guard,140,1395,Southern Map
65,Guard,140,1406,Southern Map
65,Guard,141,456,Central Map
65,Guard,142,1400,Southern Map
65,Guard,145,507,Varrock
65,Guard,149,507,Varrock
65,Guard,152,507,Varrock
65,Guard,155,508,Varrock
65,Guard,202,438,Wilderness (low)
65,Guard,203,433,Wilderness (low)
65,Guard,206,435,Wilderness (low)
65,Guard,206,436,Wilderness (low)
100,Guard,266,438,Wilderness (low)
100,Guard,266,442,Central Map
100,Guard,267,440,Central Map
100,Guard,272,437,Wilderness (low)
100,Guard,272,440,Central Map
100,Guard,272,1384,Southern Map
100,Guard,273,1382,Southern Map
65,Guard,290,579,Port Sarim
65,Guard,291,580,Port Sarim
65,Guard,312,539,Falador
65,Guard,314,521,Falador
65,Guard,315,538,Falador
65,Guard,315,541,Falador
65,Guard,316,521,Falador
65,Guard,326,546,Falador
747,Guard,482,402,Wilderness (low)
747,Guard,488,411,Wilderness (low)
747,Guard,495,418,Wilderness (low)
747,Guard,496,399,Wilderness (low)
321,Guard,532,595,Central Map
321,Guard,546,598,Central Map
321,Guard,548,588,Central Map
321,Guard,548,595,Central Map
321,Guard,549,591,Central Map
321,Guard,563,567,Central Map
321,Guard,564,595,Central Map
321,Guard,565,569,Central Map
321,Guard,568,597,Central Map
376,Guard,588,703,Yanille
376,Guard,590,701,Yanille
376,Guard,591,707,Yanille
376,Guard,595,701,Yanille
376,Guard,596,717,Yanille
375,Guard,602,680,Yanille
376,Guard,604,688,Yanille
373,Guard,604,717,Yanille
376,Guard,605,682,Yanille
376,Guard,605,694,Yanille
376,Guard,607,689,Yanille
376,Guard,611,687,Yanille
376,Guard,611,689,Yanille
376,Guard,612,679,Eastern Map
376,Guard,612,688,Yanille
376,Guard,614,686,Yanille
376,Guard,615,686,Yanille
385,Guard,616,713,Yanille
376,Guard,617,675,Eastern Map
376,Guard,617,688,Yanille
374,Guard,621,701,Southern Map
526,Guard,657,533,Yanille
527,Guard,661,543,Yanille
524,Guard,662,552,Yanille
262,Guard Dog,455,677,Brimhaven
262,Guard Dog,457,680,Brimhaven
262,Guard Dog,458,676,Brimhaven
748,Guard Dog,482,385,Wilderness (low)
262,Guard Dog,547,455,Central Map
262,Guard Dog,548,470,Ardougne
262,Guard Dog,566,438,Wilderness (low)
262,Guard Dog,569,472,Ardougne
262,Guard Dog,570,581,Yanille
262,Guard Dog,570,583,Yanille
262,Guard Dog,570,587,Yanille
262,Guard Dog,571,580,Yanille
262,Guard Dog,571,584,Yanille
262,Guard Dog,572,579,Yanille
726,Guide,6,541,Central Map
726,Guide,7,541,Central Map
726,Guide,8,541,Central Map
726,Guide,9,541,Central Map
476,Guide,217,746,Southern Map
476,Guide,218,747,Southern Map
476,Guide,219,743,Southern Map
508,Guidor,82,534,Central Map
488,Guidor's wife,84,534,Central Map
111,Guildmaster,149,557,Central Map
587,Gulluck,691,1379,Southern Map
792,Gundai,452,3376,Underground/Dungeon
588,Gunnjorn,489,555,Central Map
78,Gunthor the Brave,233,499,Central Map
14,Gypsy,136,511,Varrock
5,Hans,137,651,Lumbridge
250,Harry,418,487,Central Map
119,Hassan,70,697,Al Kharid/Desert
546,Hazelmere,532,754,Southern Map
